name,description,implementation status,effect_level,version
ColorSpace,,,,7
ColorToneMapping,,,,10.2
Column,,,,6
ColumnAlignments,,,,3
ColumnLines,,,,3
ColumnsEqual,,,,3
ColumnSpacings,,,,3
ColumnWidths,,,,3
Comap,,,,14
ComapApply,,,,14
CombinatorB,,,,12.2
CombinatorC,,,,12.2
CombinatorI,,,,12.2
CombinatorK,,,,12.2
CombinatorS,,,,12.2
CombinatorW,,,,12.2
CombinatorY,,,,12.2
CombinedEntityClass,,,,12
CombinerFunction,,,,10
CometData,,,,10
Commonest,Returns the most common elements in a list,✅,pure,6
CommonestFilter,,,,7
CommonName,,,,10
CommonUnits,,,,9
CommunityBoundaryStyle,,,,9
CommunityGraphPlot,,,,9
CommunityLabels,,,,9
CommunityRegionStyle,,,,9
CompanyData,,,,10
CompatibleUnitQ,Tests if two quantities have compatible units,✅,pure,9
CompilationOptions,,,,8
CompilationTarget,,,,8
Compile,Compiles a function for numerical evaluation,✅,pure,2
Compiled,,,,2
CompiledCodeFunction,,,,12
CompiledComponent,,,,13.2
CompiledComponentRawInterface,,,,14.1
CompiledExpressionDeclaration,,,,13.1
CompiledFunction,Head for compiled functions,✅,pure,2
CompiledLayer,,,,12.2
CompilerCallback,,,,13.1
CompilerEnvironment,,,,12.3
CompilerEnvironmentAppendTo,,,,12.3
CompilerEnvironmentObject,,,,12.3
CompilerInformation,,,,14.1
CompilerOptions,,,,12
CompilerRuntimeErrorAction,,,,14.1
Complement,Returns elements in first list but not in others,✅,pure,1
ComplementedEntityClass,,,,12.1
CompleteGraph,,,,8
CompleteGraphQ,,,,8
CompleteIntegral,,,,13
CompleteKaryTree,,,,8
Complex,,,,1
ComplexArrayPlot,,,,12.2
ComplexContourPlot,,,,12.1
Complexes,,,,4
ComplexExpand,,,,2
ComplexInfinity,,,,
ComplexityFunction,,,,3
ComplexListPlot,,,,12
ComplexPlot,,,,12
ComplexPlot3D,,,,12
ComplexRegionPlot,,,,12.1
ComplexStreamPlot,,,,12.1
ComplexVectorPlot,,,,12.1
ComponentMeasurements,,,,8
ComposeList,Returns list of successive function compositions,✅,pure,2
ComposeSeries,,,,3
CompositeQ,Tests if a number is composite,✅,pure,10
Composition,Composes multiple functions,✅,pure,2
CompoundElement,,,,10.1
CompoundExpression,,,,1
CompoundPoissonDistribution,,,,9
CompoundPoissonProcess,,,,9
CompoundRenewalProcess,,,,9
Compress,Compresses an expression to a string,✅,pure,6
CompressionLevel,,,,12.1
ComputeUncertainty,,,,12
ConcaveHullMesh,,,,13
Condition,,,,1
ConditionalExpression,Represents an expression valid under a condition,✅,pure,8
Conditioned,,,,8
Cone,,,,7
ConfidenceLevel,,,,7
ConfidenceRange,,,,9
ConfidenceTransform,,,,9
Confirm,,,,12.2
ConfirmAssert,,,,12.2
ConfirmBy,,,,12.2
ConfirmMatch,,,,12.2
ConfirmQuiet,,,,12.2
ConformationMethod,,,,13
ConformAudio,,,,11
ConformDates,,,,14.1
ConformImages,,,,10
Congruent,,,,3
ConicGradientFilling,,,,12.2
ConicHullRegion,,,,10
ConicOptimization,,,,12
Conjugate,Returns the complex conjugate,✅,pure,1
ConjugateTranspose,Returns the conjugate transpose of a matrix,✅,pure,5.1
Conjunction,,,,7
ConnectedComponents,,,,8
ConnectedGraphComponents,,,,10.4
ConnectedGraphQ,,,,8
ConnectedMeshComponents,,,,10
ConnectedMoleculeComponents,,,,12
ConnectedMoleculeQ,,,,12
ConnectionSettings,,,,12
ConnectLibraryCallbackFunction,,,,10
ConnectSystemModelComponents,,,,11.3
ConnectSystemModelController,,,,12.3
ConnesWindow,,,,9
ConoverTest,,,,8
ConservativeConvectionPDETerm,,,,12.2
Constant,,,,1
ConstantArray,Creates an array of repeated elements,✅,pure,6
ConstantImage,,,,10
ConstantRegionQ,,,,10
Constants,,,,1
ConstantVideo,,,,14.1
ConstellationData,,,,10
Construct,Constructs an expression from a head and arguments,✅,pure,11.3
Containing,,,,10.2
ContainsAll,,,,10.2
ContainsAny,,,,10.2
ContainsExactly,,,,10.2
ContainsNone,,,,10.2
ContainsOnly,Tests if a list contains only specified elements,✅,pure,10.2
ContentDetectorFunction,,,,13
ContentFieldOptions,,,,11
ContentLocationFunction,,,,11
ContentObject,,,,10.2
ContentPadding,,,,8
ContentSelectable,,,,6
ContentSize,,,,7
Context,,,,1
Contexts,,,,2
ContextToFileName,,,,3
Continue,,,,1
ContinuedFraction,Returns the continued fraction representation,✅,pure,4
ContinuedFractionK,,,,7
ContinuousAction,,,,6
ContinuousMarkovProcess,,,,9
ContinuousTask,,,,10.2
ContinuousTimeModelQ,,,,8
ContinuousWaveletData,,,,8
ContinuousWaveletTransform,,,,8
ContourDetect,,,,8
ContourIntegrate,,,,13.3
ContourLabels,,,,6
ContourPlot,Creates a contour plot of a function,✅,pure,1
ContourPlot3D,,,,6
Contours,,,,2
ContourShading,,,,2
ContourStyle,,,,2
ContraharmonicMean,,,,7
ContrastiveLossLayer,,,,11.1
Control,,,,7
ControlActive,,,,6
ControllabilityGramian,,,,8
ControllabilityMatrix,,,,8
ControllableDecomposition,,,,8
ControllableModelQ,,,,8
ControllerInformation,,,,6
ControllerLinking,,,,6
ControllerManipulate,,,,6
ControllerMethod,,,,6
ControllerPath,,,,6
ControllerState,,,,6
ControlPlacement,,,,6
ControlsRendering,,,,6
ControlType,,,,6
ConvectionPDETerm,,,,12.2
Convergents,,,,6
ConversionRules,,,,3
ConvexHullMesh,,,,10
ConvexHullRegion,,,,12.2
ConvexOptimization,,,,12.2
ConvexPolygonQ,,,,12
ConvexPolyhedronQ,,,,12
ConvexRegionQ,,,,12.2
ConvolutionLayer,,,,11
Convolve,,,,7
ConwayGroupCo1,,,,8
ConwayGroupCo2,,,,8
ConwayGroupCo3,,,,8
CookieFunction,,,,11
CoordinateBoundingBox,,,,10.1
CoordinateBoundingBoxArray,,,,10.1
CoordinateBounds,,,,10.1
CoordinateBoundsArray,,,,10.1
CoordinateChartData,,,,9
CoordinatesToolOptions,,,,7
CoordinateTransform,,,,9
CoordinateTransformData,,,,9
CoplanarPoints,,,,12.2
CoprimeQ,Tests if two integers are coprime,✅,pure,6
Coproduct,,,,3
CopulaDistribution,,,,8
Copyable,,,,3
CopyDatabin,,,,10.1
CopyDirectory,,,,2
CopyFile,,,,2
CopyFunction,,,,12.2
CopyToClipboard,,,,8
CoreNilpotentDecomposition,,,,13
CornerFilter,,,,8
CornerNeighbors,,,,7
Correlation,Computes the Pearson correlation of two lists,✅,pure,6
CorrelationDistance,,,,6
CorrelationFunction,,,,9
CorrelationTest,,,,9
Cos,Returns the cosine of a number,✅,pure,1
CosDegrees,,,,14.1
Cosh,Returns the hyperbolic cosine,✅,pure,1
CoshIntegral,,,,3
CosineDistance,,,,6
CosineWindow,,,,9
CosIntegral,,,,2
Cot,Returns the cotangent,✅,pure,1
CotDegrees,,,,14.1
Coth,Returns the hyperbolic cotangent,✅,pure,1
CoulombF,,,,13
CoulombG,,,,13
CoulombH1,,,,13
CoulombH2,,,,13
Count,Counts occurrences of a pattern in a list,✅,pure,1
CountBy,Groups and counts elements by a function,✅,pure,
CountDistinct,,,,10
CountDistinctBy,,,,10
CountRoots,,,,6
CountryData,,,,6
Counts,Returns association of element counts,✅,pure,10
CountsBy,,,,10
Covariance,Computes the covariance of two lists,✅,pure,6
CovarianceEstimatorFunction,,,,7
CovarianceFunction,,,,9
CoxianDistribution,,,,9
CoxIngersollRossProcess,,,,9
CoxModel,,,,9
CoxModelFit,,,,9
CramerVonMisesTest,,,,8
CreateArchive,,,,8
CreateCellID,,,,6
CreateChannel,,,,11
CreateCloudExpression,,,,10.4
CreateCompilerEnvironment,,,,12.3
CreateDatabin,,,,10
CreateDataStructure,,,,12.1
CreateDataSystemModel,,,,11.3
CreateDialog,,,,6
CreateDirectory,,,,2
CreateDocument,,,,6
CreateFile,Creates a file with a name or a random file in the default area for temporary files,🚧,effectful,10.4
CreateForeignCallback,,,,13.3
CreateIntermediateDirectories,,,,6
CreateLicenseEntitlement,,,,12.2
CreateManagedLibraryExpression,,,,10
CreateManagedObject,,,,13.3
CreateNotebook,,,,10
CreatePacletArchive,,,,12.1
CreatePalette,,,,6
CreatePermissionsGroup,,,,10
CreateSearchIndex,,,,10.2
CreateSemanticSearchIndex,,,,14.1
CreateSystemModel,,,,11.3
CreateTypeInstance,,,,13.1
CreateUUID,,,,10
CreateVectorDatabase,,,,14.1
CreateWindow,,,,6
CriterionFunction,,,,10.4
CriticalityFailureImportance,,,,9
CriticalitySuccessImportance,,,,9
CriticalSection,,,,7
Cross,Computes the cross product of two vectors,✅,pure,3
CrossEntropyLossLayer,,,,11
CrossingCount,,,,12
CrossingDetect,,,,8
CrossingPolygon,,,,12
CrossMatrix,,,,7
Csc,Returns the cosecant,✅,pure,1
CscDegrees,,,,14.1
Csch,Returns the hyperbolic cosecant,✅,pure,1
CSGRegion,,,,13
CSGRegionQ,,,,13
CSGRegionTree,,,,13
CTCLossLayer,,,,11.3
Cube,,,,12
CubeRoot,Returns the real-valued cube root,✅,pure,9
Cubics,,,,1
Cuboid,,,,2
Cumulant,,,,8
CumulantGeneratingFunction,,,,8
CumulativeFeatureImpactPlot,,,,13.1
Cup,,,,3
CupCap,,,,3
Curl,Computes the curl of a vector field,✅,pure,9
CurrencyConvert,,,,10
CurrentDate,,,,11.1
CurrentImage,,,,8
CurrentNotebookImage,,,,11.2
CurrentScreenImage,,,,11.2
CurrentValue,,,,6
CurryApplied,,,,12.1
CurvatureFlowFilter,,,,8
CurveClosed,,,,8
Cyan,,,,5.1
CycleGraph,,,,8
CycleIndexPolynomial,,,,9
Cycles,,,,8
CyclicGroup,,,,8
Cyclotomic,,,,1
Cylinder,,,,6
CylindricalDecomposition,,,,5
CylindricalDecompositionFunction,,,,12.2
D,Computes the derivative of an expression,✅,pure,1
DagumDistribution,,,,8
DamData,,,,10
DamerauLevenshteinDistance,,,,7
Darker,Makes a color darker,✅,pure,6
Dashed,,,,6
Dashing,Sets line dashing in graphics,✅,pure,1
DatabaseConnect,,,,12
DatabaseDisconnect,,,,12
DatabaseReference,,,,12
Databin,,,,10
DatabinAdd,,,,10
Databins,,,,10
DatabinSubmit,,,,12.2
DatabinUpload,,,,10.1
DataDistribution,,,,8
DataRange,,,,5.1
DataReversed,,,,6
Dataset,Wraps data with type information for structured data handling,✅,pure,10
DatasetTheme,,,,12.3
DataStructure,,,,12.1
DataStructureQ,,,,12.1
DateBounds,,,,11
Dated,,,,11
DateDifference,Difference between two dates,✅,pure,6
DateDistribution,,,,14.1
DatedUnit,,,,10
DateFormat,,,,10
DateFunction,,,,6
DateGranularity,,,,13.2
DateHistogram,,,,10.2
DateInterval,,,,12.1
DateList,Converts to date list,✅,pure,6
DateListLogPlot,,,,7
DateListPlot,Plots data with date-valued x-axis,✅,pure,6
DateListStepPlot,,,,10.3
DateObject,,,,10
DateObjectQ,,,,10
DateOverlapsQ,,,,11.1
DatePattern,,,,6
DatePlus,Adds a time increment to a date,✅,pure,6
DateRange,,,,9
DateReduction,,,,10.2
DateScale,,,,13
DateSelect,,,,12.2
DateString,Returns a string representing the current local date and time,✅,contextual,6
DateTicksFormat,,,,6
DateValue,,,,10
DateWithinQ,,,,11.1
DaubechiesWavelet,,,,8
DavisDistribution,,,,8
DawsonF,,,,7
DayCount,,,,9
DayCountConvention,,,,9
DayHemisphere,,,,10
DaylightQ,,,,10
DayMatchQ,,,,9
DayName,,,,9
DayNightTerminator,,,,10
DayPlus,,,,9
DayRange,,,,9
DayRound,,,,9
DeBruijnGraph,,,,8
DeBruijnSequence,,,,11.3
Decapitalize,Lowercases the first letter of a string,✅,pure,10.1
DecimalForm,,,,11.2
DeclareCompiledComponent,,,,13.2
DeclarePackage,,,,2
Decompose,,,,1
DeconvolutionLayer,,,,11
Decrement,,,,1
Decrypt,,,,10.1
DecryptFile,,,,11.1
DedekindEta,,,,3
DeepSpaceProbeData,,,,10
Default,,,,1
DefaultAxesStyle,,,,7
DefaultBaseStyle,,,,7
DefaultBoxStyle,,,,7
DefaultButton,,,,6
DefaultDiffStyle,,,,14.1
DefaultDuplicateCellStyle,,,,3
DefaultDuration,,,,6
DefaultElement,,,,6
DefaultFaceGridsStyle,,,,7
DefaultFieldHintStyle,,,,8
DefaultFontProperties,,,,4
DefaultFrameStyle,,,,7
DefaultFrameTicksStyle,,,,7
DefaultGridLinesStyle,,,,7
DefaultLabelStyle,,,,7
DefaultMenuStyle,,,,8
DefaultNaturalLanguage,,,,4
DefaultNewCellStyle,,,,3
DefaultOptions,,,,6
DefaultPrintPrecision,,,,11.2
DefaultTicksStyle,,,,7
DefaultTooltipStyle,,,,8
DefaultValues,Returns the default values of a symbol,✅,pure,2
Defer,,,,6
DefineInputStreamMethod,,,,9
DefineOutputStreamMethod,,,,9
DefineResourceFunction,,,,12
Definition,,,,1
Degree,Represents the number of radians in one degree,✅,pure,1
DegreeCentrality,,,,8
DegreeGraphDistribution,,,,8
DEigensystem,,,,10.3
DEigenvalues,,,,10.3
Deinitialization,,,,6
Del,,,,3
DelaunayMesh,,,,10
Delayed,,,,10
Deletable,,,,3
Delete,Deletes an element at a given position,✅,pure,2
DeleteAdjacentDuplicates,Removes consecutive duplicate elements from a list,✅,pure,13.1
DeleteAnomalies,,,,12
DeleteBorderComponents,,,,8
DeleteCases,Deletes elements matching a pattern,✅,pure,2
DeleteChannel,,,,11
DeleteCloudExpression,,,,10.4
DeleteContents,,,,2
DeleteDirectory,,,,2
DeleteDuplicates,Removes duplicate elements from a list,✅,pure,7
DeleteDuplicatesBy,Deletes duplicates based on a function criterion,✅,pure,10
DeleteElements,,,,13.1
DeleteFile,,,,2
DeleteMissing,,,,10
DeleteObject,,,,11.2
DeletePermissionsKey,,,,11
DeleteSearchIndex,,,,10.2
DeleteSmallComponents,,,,8
DeleteStopwords,,,,10.1
DelimitedSequence,,,,10
Delimiter,,,,6
DelimiterAutoMatching,,,,12.3
DelimiterFlashTime,,,,3
Delimiters,,,,1
DeliveryFunction,,,,10.1
Dendrogram,,,,10.4
Denominator,Returns the denominator of a rational expression,✅,pure,1
DensityHistogram,,,,8
DensityPlot,Creates a density plot of a function,✅,pure,1
DensityPlot3D,,,,10.2
DependentVariables,,,,5
Deploy,,,,6
Deployed,,,,6
Depth,Returns the depth of an expression,✅,pure,1
DepthFirstScan,,,,8
Derivative,Represents the derivative of a function,✅,pure,1
DerivativeFilter,,,,8
DerivativePDETerm,,,,12.2
DerivedKey,,,,12
DescriptorStateSpace,,,,9
DesignMatrix,,,,7
Det,Computes the determinant of a matrix,✅,pure,1
DeviceClose,,,,10
DeviceConfigure,,,,10
DeviceExecute,,,,10
DeviceExecuteAsynchronous,,,,10
DeviceObject,,,,10
DeviceOpen,,,,10
DeviceRead,,,,10
DeviceReadBuffer,,,,10
DeviceReadLatest,,,,10
DeviceReadList,,,,10
DeviceReadTimeSeries,,,,10
Devices,,,,10
DeviceStreams,,,,10
DeviceWrite,,,,10
DeviceWriteBuffer,,,,10
DFixedPoints,,,,14.1
DGaussianWavelet,,,,8
Diagonal,,,,6
DiagonalizableMatrixQ,,,,10
DiagonalMatrix,Creates a diagonal matrix from a list,✅,pure,1
DiagonalMatrixQ,,,,12
Dialog,,,,2
DialogInput,,,,6
DialogNotebook,,,,6
DialogProlog,,,,2
DialogReturn,,,,6
DialogSymbols,,,,2
Diamond,,,,3
DiamondMatrix,Creates a diamond-shaped matrix of ones,✅,pure,7
DiceDissimilarity,,,,6
DictionaryLookup,,,,6
DictionaryWordQ,,,,10.4
Diff,,,,14.1
Diff3,,,,14.1
DiffAlignmentMethod,,,,14.1
DiffApply,,,,14.1
DifferenceDelta,,,,7
DifferenceQuotient,,,,10.4
DifferenceRoot,,,,7
DifferenceRootReduce,,,,7
Differences,Returns successive differences between consecutive elements,✅,pure,6
DifferentialD,,,,3
DifferentialRoot,,,,7
DifferentialRootReduce,,,,7
DifferentiatorFilter,,,,9
DiffGranularity,,,,14.1
DiffIgnore,,,,14.1
DiffIncludeMatches,,,,14.1
DiffInputFunction,,,,14.1
DiffObject,,,,14.1
DiffStyle,,,,14.1
DiffusionPDETerm,,,,12.2
DiggleGatesPointProcess,,,,12.2
DiggleGrattonPointProcess,,,,12.2
DigitalSignature,,,,12
DigitBlock,,,,1
DigitCharacter,,,,5.1
DigitCount,Counts occurrences of each digit in a number,✅,pure,4
DigitQ,Tests if a string consists entirely of digits,✅,pure,2
DigitSum,Returns the sum of digits of a number,✅,pure,14
DihedralAngle,,,,12
DihedralGroup,,,,8
Dilation,,,,7
DimensionalCombinations,,,,10
DimensionalMeshComponents,,,,10
DimensionReduce,,,,10.1
DimensionReducerFunction,,,,10.1
DimensionReduction,,,,10.1
Dimensions,Returns the dimensions of a nested list,✅,pure,1
DiracComb,,,,7
DiracDelta,,,,4
DirectedEdge,,,,8
DirectedEdges,,,,6
DirectedGraph,,,,8
DirectedGraphQ,,,,8
DirectedInfinity,Represents a directed infinity,✅,pure,1
Direction,,,,2
DirectionalLight,,,,13
Directive,Combines graphics directives,✅,pure,6
Directory,,,,2
DirectoryName,,,,3
DirectoryQ,,,,7
DirectoryStack,,,,2
DirichletBeta,,,,10
DirichletCharacter,,,,7
DirichletCondition,,,,10
DirichletConvolve,,,,7
DirichletDistribution,,,,8
DirichletEta,,,,10
DirichletL,,,,7
DirichletLambda,,,,10
DirichletTransform,,,,7
DirichletWindow,,,,9
DisableFormatting,,,,11
DiscreteAsymptotic,,,,12.1
DiscreteChirpZTransform,,,,9
DiscreteConvolve,,,,7
DiscreteDelta,,,,4
DiscreteHadamardTransform,,,,9
DiscreteIndicator,,,,7
DiscreteInputOutputModel,,,,13.1
DiscreteLimit,,,,11.2
DiscreteLQEstimatorGains,,,,8
DiscreteLQRegulatorGains,,,,8
DiscreteLyapunovSolve,,,,8
DiscreteMarkovProcess,,,,9
DiscreteMaxLimit,,,,11.2
DiscreteMinLimit,,,,11.2
DiscretePlot,,,,7
DiscretePlot3D,,,,8
DiscreteRatio,,,,7
DiscreteRiccatiSolve,,,,8
DiscreteShift,,,,7
DiscreteTimeModelQ,,,,8
DiscreteUniformDistribution,,,,6
DiscreteVariables,,,,9
DiscreteWaveletData,,,,8
DiscreteWaveletPacketTransform,,,,8
DiscreteWaveletTransform,,,,8
DiscretizeGraphics,,,,10
DiscretizeRegion,,,,10
Discriminant,,,,6
DisjointQ,,,,10
Disjunction,,,,7
Disk,Represents a filled disk or sector graphics primitive,✅,pure,2
DiskMatrix,Creates a disk-shaped matrix of ones,✅,pure,7
DiskSegment,,,,10.2
Dispatch,,,,2
DispersionEstimatorFunction,,,,7
DisplayAllSteps,,,,6
DisplayEndPacket,,,,3
DisplayForm,,,,3
DisplayFunction,,,,1
DisplayPacket,,,,3
DistanceFunction,,,,6
DistanceMatrix,,,,10.3
DistanceTransform,,,,7
Distribute,,,,1
Distributed,,,,8
DistributedContexts,,,,8
DistributeDefinitions,,,,7
DistributionChart,,,,8
DistributionFitTest,,,,8
DistributionParameterAssumptions,,,,8
DistributionParameterQ,,,,8
Dithering,,,,8
Div,,,,9
Divide,Divide numbers,✅,pure,1
DivideBy,,,,1
Dividers,,,,6
DivideSides,,,,11.3
Divisible,Tests if one number is divisible by another,✅,pure,6
Divisors,Returns all divisors of an integer,✅,pure,1
DivisorSigma,Returns the sum of k-th powers of divisors,✅,pure,1
DivisorSum,Applies a function to each divisor and sums the results,✅,pure,7
DMSList,,,,7
DMSString,,,,7
Do,Evaluates an expression repeatedly,✅,pure,1
DockedCell,,,,13.2
DockedCells,,,,6
DocumentGenerator,,,,10
DocumentGeneratorInformation,,,,10
DocumentGenerators,,,,10
DocumentNotebook,,,,6
DocumentWeightingRules,,,,11.1
Dodecahedron,,,,12
DominantColors,Finds dominant colors in an image using k-means clustering,✅,pure,9
DominatorTreeGraph,,,,13
DominatorVertexList,,,,13
Dot,Computes the dot product or matrix multiplication,✅,pure,1
DotDashed,,,,6
DotEqual,,,,3
DotLayer,,,,11.1
Dotted,,,,6
DoubleBracketingBar,,,,3
DoubleDownArrow,,,,3
DoubleLeftArrow,,,,3
DoubleLeftRightArrow,,,,3
DoubleLeftTee,,,,3
DoubleLongLeftArrow,,,,3
DoubleLongLeftRightArrow,,,,3
DoubleLongRightArrow,,,,3
DoubleRightArrow,,,,3
DoubleRightTee,,,,3
DoubleUpArrow,,,,3
DoubleUpDownArrow,,,,3
DoubleVerticalBar,,,,3
DownArrow,,,,3
DownArrowBar,,,,3
DownArrowUpArrow,,,,3
DownLeftRightVector,,,,3
DownLeftTeeVector,,,,3
DownLeftVector,,,,3
DownLeftVectorBar,,,,3
DownRightTeeVector,,,,3
DownRightVector,,,,3
DownRightVectorBar,,,,3
Downsample,,,,9
DownTee,,,,3
DownTeeArrow,,,,3
DownValues,Returns the downvalues of a symbol,✅,pure,2
DownValuesFunction,,,,13.2
DrazinInverse,,,,13
Drop,Returns the list without its first n elements,✅,pure,1
DropoutLayer,,,,11
DropShadowing,,,,13.1
DSolve,,,,2
DSolveChangeVariables,,,,13.1
DSolveValue,,,,10
DStabilityConditions,,,,14.1
Dt,,,,1
DualPlanarGraph,,,,13
DualPolyhedron,,,,12
DualSystemsModel,,,,8
DumpSave,,,,3
DuplicateFreeQ,,,,10
Duration,,,,11
Dynamic,,,,6
DynamicEvaluationTimeout,,,,8
DynamicGeoGraphics,,,,10.4
DynamicImage,,,,10.4
DynamicModule,,,,6
DynamicModuleBox,,,,6
DynamicModuleBoxOptions,,,,6
DynamicModuleValues,,,,6
DynamicSetting,,,,6
DynamicUpdating,,,,6
DynamicWrapper,,,,8
E,Represents the base of the natural logarithm,✅,pure,1
EarthImpactData,,,,10
EarthquakeData,,,,10
EccentricityCentrality,,,,9
Echo,Prints and returns an expression,✅,effectful,10.3
EchoEvaluation,,,,12.2
EchoFunction,,,,10.3
EchoLabel,,,,12.2
EchoTiming,,,,12.2
EclipseType,,,,10
EdgeAdd,,,,8
EdgeBetweennessCentrality,,,,9
EdgeCapacity,,,,9
EdgeChromaticNumber,,,,13
EdgeConnectivity,,,,9
EdgeContract,,,,10
EdgeCost,,,,9
EdgeCount,,,,8
EdgeCoverQ,,,,8
EdgeCycleMatrix,,,,10
EdgeDelete,,,,8
EdgeDetect,Detects edges in an image using Sobel operator,✅,pure,8
EdgeForm,Specifies edge styling for filled graphics,✅,pure,1
EdgeIndex,,,,8
EdgeLabels,,,,8
EdgeLabelStyle,,,,8
EdgeList,,,,8
EdgeQ,,,,8
EdgeRules,,,,8
EdgeShapeFunction,,,,8
EdgeStyle,,,,8
EdgeTaggedGraph,,,,12.1
EdgeTaggedGraphQ,,,,12.1
EdgeTags,,,,12.1
EdgeTransitiveGraphQ,,,,12.3
EdgeValueRange,,,,13
EdgeValueSizes,,,,13
EdgeWeight,,,,8
EdgeWeightedGraphQ,,,,12
Editable,,,,3
EditDistance,Returns the edit distance between two strings,✅,pure,6
EffectiveInterest,,,,8
Eigensystem,,,,1
Eigenvalues,Computes the eigenvalues of a matrix,✅,pure,1
EigenvectorCentrality,,,,8
Eigenvectors,,,,1
ElectricCurrentDensityValue,,,,14.1
ElectricCurrentPDEComponent,,,,14.1
ElectricFluxDensityValue,,,,14
ElectricPotentialCondition,,,,14
ElectricSymmetryValue,,,,14
ElectrostaticPDEComponent,,,,14
Element,,,,4
ElementData,,,,6
ElementwiseLayer,,,,11
ElidedForms,,,,10
Eliminate,,,,1
Ellipsoid,,,,10
EllipticE,,,,1
EllipticExp,,,,1
EllipticExpPrime,,,,2
EllipticF,,,,1
EllipticFilterModel,,,,9
EllipticK,,,,1
EllipticLog,,,,1
EllipticNomeQ,,,,3
EllipticPi,,,,1
EllipticTheta,,,,1
EllipticThetaPrime,,,,3
EmbedCode,,,,10
EmbeddedHTML,,,,10
EmbeddedService,,,,10
EmbeddedSQLEntityClass,,,,12.2
EmbeddedSQLExpression,,,,12.2
EmbeddingLayer,,,,11
EmitSound,,,,6
EmpiricalDistribution,,,,8
EmptyGraphQ,,,,8
EmptyRegion,,,,10
EmptySpaceF,,,,12.2
Enabled,,,,6
Enclose,,,,12.2
Encode,,,,2
Encrypt,,,,10.1
EncryptedObject,,,,10.1
EncryptFile,,,,11.1
End,,,,1
EndDialogPacket,,,,3
EndOfBuffer,,,,10
EndOfFile,,,,1
EndOfLine,,,,5.1
EndOfString,,,,5.1
EndPackage,,,,1
EngineeringForm,,,,1
English,,,,
EnterExpressionPacket,,,,3
EnterTextPacket,,,,3
Entity,,,,10
EntityClass,,,,10
EntityClassList,,,,10
EntityCopies,,,,10.3
EntityFunction,,,,12
EntityGroup,,,,10.3
EntityInstance,,,,10.3
EntityList,,,,10
EntityPrefetch,,,,11.3
EntityProperties,,,,10
EntityProperty,,,,10
EntityPropertyClass,,,,10
EntityRegister,,,,11.3
EntityStore,,,,11
EntityStores,,,,11.3
EntityType,,,,13.3
EntityTypeName,,,,10
EntityUnregister,,,,11.3
EntityValue,,,,10
Entropy,,,,7
EntropyFilter,,,,7
Environment,,,,1
Epilog,,,,2
EpilogFunction,,,,10.1
Equal,Checks if two values are equal,✅,pure,1
EqualTilde,,,,3
EqualTo,,,,10.3
Equilibrium,,,,3
EquirippleFilterKernel,,,,9
Equivalent,,,,7
Erf,Returns the error function value,✅,pure,1
Erfc,Returns the complementary error function value,✅,pure,2
Erfi,,,,3
ErlangB,,,,9
ErlangC,,,,9
ErlangDistribution,,,,8
Erosion,,,,7
ErrorBox,,,,3
EscapeRadius,,,,10
EstimatedBackground,,,,10
EstimatedDistribution,,,,8
EstimatedPointNormals,,,,13.1
EstimatedPointProcess,,,,12.2
EstimatedProcess,,,,9
EstimatedVariogramModel,,,,13
EstimatorGains,,,,8
EstimatorRegulator,,,,8
EuclideanDistance,,,,6
EulerAngles,,,,10.2
EulerCharacteristic,,,,12
EulerE,,,,1
EulerGamma,,,,1
EulerianGraphQ,,,,8
EulerMatrix,,,,10.2
EulerPhi,Returns Euler's totient function,✅,pure,1
Evaluatable,,,,3
Evaluate,Forces evaluation of an expression,✅,pure,2
EvaluatePacket,,,,3
EvaluationBox,,,,10
EvaluationCell,,,,9
EvaluationData,,,,10
EvaluationElements,,,,8
EvaluationEnvironment,,,,11.2
EvaluationMonitor,,,,5
EvaluationNotebook,,,,3
EvaluationObject,,,,7
EvaluationPrivileges,,,,12.2
Evaluator,,,,3
EvaluatorNames,,,,4
EvenQ,Checks if a number is even,✅,pure,1
EventData,,,,9
EventHandler,,,,6
EventLabels,,,,8
EventSeries,,,,10
ExactBlackmanWindow,,,,9
ExactNumberQ,Tests if an expression is an exact number,✅,pure,4
ExampleData,,,,6
Except,Represents a pattern matching everything except a given pattern,✅,pure,5.1
ExcludedContexts,,,,12.3
ExcludedForms,,,,3
ExcludedLines,,,,10
ExcludedPhysicalQuantities,,,,10
ExcludePods,,,,8
Exclusions,,,,6
ExclusionsStyle,,,,6
Exists,,,,5
Exit,,,,1
ExoplanetData,,,,10
Exp,Returns the exponential function e^x,✅,pure,1
Expand,Expands products and positive integer powers of sums,✅,pure,1
ExpandAll,Expands all products and powers in an expression,✅,pure,1
ExpandDenominator,,,,1
ExpandFileName,,,,7
ExpandNumerator,,,,1
Expectation,,,,8
ExpGammaDistribution,,,,8
ExpIntegralE,,,,1
ExpIntegralEi,,,,1
ExpirationDate,,,,11.1
Exponent,Returns the maximum power of a variable in a polynomial,✅,pure,1
ExponentFunction,,,,2
ExponentialDistribution,,,,6
ExponentialFamily,,,,7
ExponentialGeneratingFunction,,,,7
ExponentialMovingAverage,,,,6
ExponentialPowerDistribution,,,,8
ExponentStep,,,,3
Export,Exports data to a file,✅,effectful,4
ExportByteArray,,,,11.2
ExportForm,,,,10
