name,description,implementation status,effect_level,version
ExportString,Exports an expression to a string in a given format, ✅,pure,4
Expression,,,,1
ExpressionCell,,,,6
ExpressionGraph,,,,12.1
ExpressionTree,,,,12.3
ExpressionUUID,,,,13
ExpToTrig,,,,3
ExtendedEntityClass,,,,12
ExtendedGCD,,,,1
Extension,,,,3
ExtentElementFunction,,,,8
ExtentMarkers,,,,8
ExtentSize,,,,8
ExternalBundle,,,,10
ExternalEvaluate,,,,11.2
ExternalFunction,,,,12
ExternalIdentifier,,,,12.1
ExternalObject,,,,11.3
ExternalOperation,,,,14.1
ExternalOptions,,,,10
ExternalSessionObject,,,,11.2
ExternalSessions,,,,11.2
ExternalStorageBase,,,,12.1
ExternalStorageDownload,,,,12.1
ExternalStorageGet,,,,12.1
ExternalStorageObject,,,,12.1
ExternalStoragePut,,,,12.1
ExternalStorageUpload,,,,12.1
ExternalTypeSignature,,,,10
ExternalValue,,,,12
Extract,Extracts parts at specified positions,✅,pure,3
ExtractArchive,,,,8
ExtractLayer,,,,12
ExtractPacletArchive,,,,12.1
ExtremeValueDistribution,,,,6
F,,,,
FaceAlign,,,,12.1
FaceForm,Specifies face styling for filled graphics,✅,pure,1
FaceGrids,,,,2
FaceGridsStyle,,,,6
FaceRecognize,,,,12.2
FacialFeatures,,,,11.3
Factor,Factors a polynomial over the integers,✅,pure,1
Factorial,Returns the factorial of a non-negative integer,✅,pure,1
Factorial2,Returns the double factorial,✅,pure,1
FactorialMoment,,,,8
FactorialMomentGeneratingFunction,,,,8
FactorialPower,,,,7
FactorInteger,Returns prime factorization as {prime exponent} pairs,✅,pure,1
FactorList,,,,1
FactorSquareFree,,,,1
FactorSquareFreeList,,,,1
FactorTerms,,,,1
FactorTermsList,,,,1
Failure,,,,10
FailureAction,,,,10
FailureDistribution,,,,9
FailureQ,,,,10.2
False,,,,1
FareySequence,,,,10
FARIMAProcess,,,,9
FeatureDistance,,,,11
FeatureExtract,,,,11
FeatureExtraction,,,,11
FeatureExtractor,,,,11
FeatureExtractorFunction,,,,11
FeatureImpactPlot,,,,13.1
FeatureNames,,,,10.1
FeatureNearest,,,,11.1
FeatureSpacePlot,,,,11.1
FeatureSpacePlot3D,,,,11.3
FeatureTypes,,,,10.1
FeatureValueDependencyPlot,,,,13.1
FeatureValueImpactPlot,,,,13.1
FeedbackLinearize,,,,10
FeedbackSector,,,,9
FeedbackSectorStyle,,,,9
FeedbackType,,,,8
FetalGrowthData,,,,10.1
Fibonacci,Returns the nth Fibonacci number,✅,pure,3
Fibonorial,,,,10
FieldCompletionFunction,,,,11.1
FieldHint,,,,8
FieldHintStyle,,,,8
FieldMasked,,,,8
FieldSize,,,,6
File,,,,11
FileBaseName,,,,7
FileByteCount,,,,2
FileConvert,,,,12
FileDate,,,,2
FileExistsQ,,,,7
FileExtension,,,,7
FileFormat,,,,6
FileFormatProperties,,,,13
FileFormatQ,,,,12.2
FileHash,,,,6
FileNameDepth,,,,7
FileNameDrop,,,,7
FileNameForms,,,,11
FileNameJoin,,,,7
FileNames,,,,2
FileNameSetter,,,,6
FileNameSplit,,,,7
FileNameTake,,,,7
FileNameToFormatList,,,,13
FilePrint,,,,6
FileSize,,,,11.2
FileSystemMap,,,,11
FileSystemScan,,,,11
FileSystemTree,,,,13.2
FileTemplate,,,,10
FileTemplateApply,,,,10
FileType,,,,2
FilledCurve,,,,8
FilledPolarCurve,,,,14.1
FilledTorus,,,,13
Filling,,,,6
FillingStyle,,,,6
FillingTransform,,,,8
FilteredEntityClass,,,,12
FilterRules,Filters a list of rules by allowed keys,✅,pure,6
FinancialBond,,,,8
FinancialData,,,,6
FinancialDerivative,,,,8
FinancialIndicator,,,,8
Find,Finds a file on the search path,🚧,effectful,2
FindAnomalies,,,,12
FindArgMax,,,,7
FindArgMin,,,,7
FindChannels,,,,11
FindClique,,,,8
FindClusters,,,,6
FindCookies,,,,11
FindCurvePath,,,,7
FindCycle,,,,10
FindDevices,,,,10
FindDistribution,,,,10.3
FindDistributionParameters,,,,8
FindDivisions,,,,7
FindEdgeColoring,,,,13
FindEdgeCover,,,,8
FindEdgeCut,,,,9
FindEdgeIndependentPaths,,,,10
FindEquationalProof,,,,11.3
FindEulerianCycle,,,,8
FindExternalEvaluators,,,,
FindFaces,,,,9
FindFile,,,,7
FindFit,,,,5
FindFormula,,,,10.2
FindFundamentalCycles,,,,10
FindGeneratingFunction,,,,7
FindGeoLocation,,,,7
FindGeometricConjectures,,,,12
FindGeometricTransform,,,,8
FindGraphCommunities,,,,9
FindGraphIsomorphism,,,,8
FindGraphPartition,,,,9
FindHamiltonianCycle,,,,8
FindHamiltonianPath,,,,10.2
FindHiddenMarkovStates,,,,10
FindImageShapes,,,,13.3
FindImageText,,,,12.1
FindIndependentEdgeSet,,,,8
FindIndependentVertexSet,,,,8
FindInstance,,,,5
FindIntegerNullVector,,,,8
FindIsomers,,,,13
FindIsomorphicSubgraph,,,,13
FindKClan,,,,9
FindKClique,,,,9
FindKClub,,,,9
FindKPlex,,,,9
FindLibrary,,,,8
FindLinearRecurrence,,,,7
FindList,,,,2
FindMatchingColor,,,,12
FindMaximum,,,,5
FindMaximumCut,,,,12.1
FindMaximumFlow,,,,9
FindMaxValue,,,,7
FindMeshDefects,,,,11
FindMinimum,,,,1
FindMinimumCostFlow,,,,9
FindMinimumCut,,,,9
FindMinValue,,,,7
FindMoleculeSubstructure,,,,12
FindPath,,,,10
FindPeaks,,,,10
FindPermutation,,,,8
FindPlanarColoring,,,,13
FindPointProcessParameters,,,,12.2
FindPostmanTour,,,,9
FindProcessParameters,,,,9
FindRegionTransform,,,,13
FindRepeat,,,,11.2
FindRoot,,,,1
FindSequenceFunction,,,,7
FindSettings,,,,4
FindShortestPath,,,,8
FindShortestTour,,,,6
FindSpanningTree,,,,10
FindSubgraphIsomorphism,,,,13
FindSystemModelEquilibrium,,,,11.3
FindTextualAnswer,,,,11.3
FindThreshold,,,,8
FindTransientRepeat,,,,10.4
FindVertexColoring,,,,13
FindVertexCover,,,,8
FindVertexCut,,,,9
FindVertexIndependentPaths,,,,10
FinishDynamic,,,,6
FiniteAbelianGroupCount,,,,7
FiniteField,,,,13.3
FiniteFieldElement,,,,13.3
FiniteFieldElementNorm,,,,13.3
FiniteFieldElementPrimitiveQ,,,,13.3
FiniteFieldElementTrace,,,,13.3
FiniteFieldEmbedding,,,,13.3
FiniteFieldIndex,,,,14
FiniteGroupCount,,,,7
FiniteGroupData,,,,7
First,Returns the first element of a list,✅,pure,1
FirstCase,,,,10
FirstPassageTimeDistribution,,,,9
FirstPosition,,,,10
FischerGroupFi22,,,,8
FischerGroupFi23,,,,8
FischerGroupFi24Prime,,,,8
FisherHypergeometricDistribution,,,,8
FisherRatioTest,,,,8
FisherZDistribution,,,,8
Fit,Performs a least-squares fit of data to a linear combination of basis functions,✅,pure,1
FitRegularization,,,,12
FittedModel,,,,7
FixedOrder,,,,10.1
FixedPoint,Applies a function repeatedly until the result no longer changes,✅,pure,1
FixedPointList,Returns the list of results from applying a function repeatedly until fixed point,✅,pure,2
Flat,,,,1
FlatShading,,,,13.1
Flatten,Flattens nested lists,✅,pure,1
FlattenAt,,,,2
FlattenLayer,,,,11
FlatTopWindow,,,,9
FlightData,,,,13
FlipView,,,,6
Floor,Returns the largest integer less than or equal to a number,✅,pure,1
FlowPolynomial,,,,10
FluidFlowPDEComponent,,,,14
Fold,Applies a binary function cumulatively to a list with an initial value,✅,pure,2
FoldList,Returns the list of intermediate results from Fold,✅,pure,2
FoldPair,,,,10.2
FoldPairList,,,,10.2
FoldWhile,,,,12.2
FoldWhileList,,,,12.2
FollowRedirects,,,,11
FontColor,,,,3
FontFamily,,,,3
FontSize,,,,3
FontSlant,,,,3
FontSubstitutions,,,,3
FontTracking,,,,3
FontVariations,,,,3
FontWeight,,,,3
For,Executes a loop with initialization and increment,✅,pure,1
ForAll,,,,5
ForAllType,,,,13.1
ForceVersionInstall,,,,12.1
ForeignCallback,,,,13.3
ForeignFunction,,,,13.3
ForeignFunctionLoad,,,,13.3
ForeignPointerLookup,,,,13.3
Format,,,,1
FormatType,,,,1
FormBox,,,,3
FormBoxOptions,,,,4
FormControl,,,,11
FormFunction,,,,10
FormLayoutFunction,,,,10
FormObject,,,,10
FormPage,,,,10.3
FormProtectionMethod,,,,12.3
FormulaData,,,,10
FormulaLookup,,,,10
FortranForm,,,,1
Forward,,,,6
ForwardBackward,,,,6
ForwardCloudCredentials,,,,12.2
Fourier,,,,1
FourierCoefficient,,,,7
FourierCosCoefficient,,,,7
FourierCosSeries,,,,7
FourierCosTransform,,,,4
FourierDCT,,,,6
FourierDCTFilter,,,,9
FourierDCTMatrix,,,,9
FourierDST,,,,6
FourierDSTMatrix,,,,9
FourierMatrix,,,,9
FourierParameters,,,,4
FourierSequenceTransform,,,,7
FourierSeries,,,,7
FourierSinCoefficient,,,,7
FourierSinSeries,,,,7
FourierSinTransform,,,,4
FourierTransform,,,,4
FourierTrigSeries,,,,7
FoxH,,,,12.3
FoxHReduce,,,,13
FractionalBrownianMotionProcess,,,,9
FractionalD,,,,13.1
FractionalGaussianNoiseProcess,,,,10
FractionalPart,Returns the fractional part of a number,✅,pure,3
FractionBox,,,,3
FractionBoxOptions,,,,4
Frame,,,,2
FrameBox,,,,3
FrameBoxOptions,,,,4
Framed,,,,6
FrameLabel,,,,2
FrameListVideo,,,,12.3
FrameMargins,,,,6
FrameRate,,,,11.2
FrameStyle,,,,2
FrameTicks,,,,2
FrameTicksStyle,,,,6
FRatioDistribution,,,,6
FrechetDistribution,,,,8
FreeformEvaluate,,,,14.1
FreeQ,Tests if expression is free of a specified form,✅,pure,1
FrenetSerretSystem,,,,10
FrequencySamplingFilterKernel,,,,9
FresnelC,,,,3
FresnelF,,,,10
FresnelG,,,,10
FresnelS,,,,3
Friday,,,,9
FrobeniusAutomorphism,,,,13.3
FrobeniusNumber,Returns the Frobenius number for a set of integers,✅,pure,6
FrobeniusSolve,,,,6
FromAbsoluteTime,,,,11.1
FromCharacterCode,Converts character codes to a string,✅,pure,2
FromCoefficientRules,,,,7
FromContinuedFraction,Converts a continued fraction to a number,✅,pure,4
FromDateString,,,,12.3
FromDigits,Constructs integer from list of digits,✅,pure,3
FromDMS,,,,7
FromEntity,,,,10
FromFiniteField,,,,14
FromFiniteFieldIndex,,,,14
FromJulianDate,,,,10.2
FromLetterNumber,,,,10.1
FromLunationNumber,,,,14
FromPolarCoordinates,,,,10.1
FromRawPointer,,,,13.1
FromRomanNumeral,,,,10.2
FromSphericalCoordinates,,,,10.1
FromUnixTime,,,,10.1
Front,,,,6
FrontEndDynamicExpression,,,,8
FrontEndEventActions,,,,6
FrontEndExecute,,,,3
FrontEndToken,,,,3
FrontEndTokenExecute,,,,4
Full,,,,6
FullDefinition,,,,1
FullForm,Returns the full internal form of an expression,✅,pure,1
FullGraphics,,,,2
FullInformationOutputRegulator,,,,10
FullMoon,,,,14
FullRegion,,,,10
FullSimplify,,,,3
Function,Represents a pure function,✅,pure,1
FunctionAnalytic,,,,12.2
FunctionBijective,,,,12.2
FunctionCompile,,,,12
FunctionCompileExport,,,,12
FunctionCompileExportByteArray,,,,12
FunctionCompileExportLibrary,,,,12
FunctionCompileExportString,,,,12
FunctionContinuous,,,,12.2
FunctionConvexity,,,,12.2
FunctionDeclaration,,,,12.3
FunctionDiscontinuities,,,,12.2
FunctionDomain,,,,10
FunctionExpand,,,,3
FunctionInjective,,,,12.2
FunctionInterpolation,,,,3
FunctionLayer,,,,12.2
FunctionMeromorphic,,,,12.2
FunctionMonotonicity,,,,12.2
FunctionPeriod,,,,10
FunctionPoles,,,,13
FunctionRange,,,,10
FunctionSign,,,,12.2
FunctionSingularities,,,,12.2
FunctionSpace,,,,7
FunctionSurjective,,,,12.2
FussellVeselyImportance,,,,9
GaborFilter,,,,9
GaborMatrix,,,,9
GaborWavelet,,,,8
GainMargins,,,,8
GainPhaseMargins,,,,8
GalaxyData,,,,10
GalleryView,,,,11
Gamma,Returns the gamma function value,✅,pure,1
GammaDistribution,,,,6
GammaRegularized,,,,2
GapPenalty,,,,7
GARCHProcess,,,,10
GatedRecurrentLayer,,,,11.1
Gather,Groups identical elements together,✅,pure,7
GatherBy,Groups elements by applying a function,✅,pure,7
GaugeFaceElementFunction,,,,9
GaugeFaceStyle,,,,9
GaugeFrameElementFunction,,,,9
GaugeFrameSize,,,,9
GaugeFrameStyle,,,,9
GaugeLabels,,,,9
GaugeMarkers,,,,9
GaugeStyle,,,,9
GaussianFilter,,,,7
GaussianIntegers,,,,2
GaussianMatrix,,,,7
GaussianOrthogonalMatrixDistribution,,,,10.3
GaussianSymplecticMatrixDistribution,,,,10.3
GaussianUnitaryMatrixDistribution,,,,10.3
GaussianWindow,,,,9
GCD,Returns the greatest common divisor of integers,✅,pure,1
GegenbauerC,,,,1
General,,,,1
GeneralizedLinearModelFit,,,,7
GenerateAsymmetricKeyPair,,,,10.1
GenerateConditions,,,,3
GeneratedAssetFormat,,,,12.3
GeneratedAssetLocation,,,,12.2
GeneratedCell,,,,3
GeneratedDocumentBinding,,,,10
GenerateDerivedKey,,,,12
GenerateDigitalSignature,,,,12
GenerateDocument,,,,10
GeneratedParameters,,,,5
GeneratedQuantityMagnitudes,,,,11.3
GenerateFileSignature,,,,12.1
GenerateHTTPResponse,,,,10.3
GenerateLLMToolResponse,,,,13.3
GenerateSecuredAuthenticationKey,,,,11.3
GenerateSymmetricKey,,,,10.1
GeneratingFunction,,,,7
GeneratorDescription,,,,10.1
GeneratorHistoryLength,,,,10.1
GeneratorOutputType,,,,10.1
GenericCylindricalDecomposition,,,,6
GenomeData,,,,7
GenomeLookup,,,,7
GeoAntipode,,,,11.2
GeoArea,,,,10.3
GeoArraySize,,,,12
GeoBackground,,,,10
GeoBoundary,,,,12.2
GeoBoundingBox,,,,10
GeoBounds,,,,10
GeoBoundsRegion,,,,10.2
GeoBoundsRegionBoundary,,,,12.2
GeoBubbleChart,,,,11.1
GeoCenter,,,,10
GeoCircle,,,,10
GeoContourPlot,,,,12.1
GeoDensityPlot,,,,12.1
GeodesicClosing,,,,9
GeodesicDilation,,,,7
GeodesicErosion,,,,7
GeodesicOpening,,,,9
GeodesicPolyhedron,,,,13.1
GeoDestination,,,,7
GeodesyData,,,,7
GeoDirection,,,,7
GeoDisk,,,,10
GeoDisplacement,,,,10
GeoDistance,,,,7
GeoDistanceList,,,,10.4
GeoElevationData,,,,10
GeoEntities,,,,10
GeoGraphics,,,,10
GeoGraphPlot,,,,12.3
GeoGraphValuePlot,,,,13
GeogravityModelData,,,,10.1
GeoGridDirectionDifference,,,,12
GeoGridLines,,,,10
GeoGridLinesStyle,,,,10
GeoGridPosition,,,,7
GeoGridRange,,,,12
GeoGridRangePadding,,,,12
GeoGridUnitArea,,,,12
GeoGridUnitDistance,,,,12
GeoGridVector,,,,12
GeoGroup,,,,10
GeoHemisphere,,,,10.1
GeoHemisphereBoundary,,,,10.1
GeoHistogram,,,,11
GeoIdentify,,,,10
GeoImage,,,,11.2
GeoLabels,,,,10
GeoLength,,,,10.4
GeoListPlot,,,,10
GeoLocation,,,,10
GeologicalPeriodData,,,,10
GeomagneticModelData,,,,10.1
GeoMarker,,,,10
GeometricAssertion,,,,12
GeometricBrownianMotionProcess,,,,9
GeometricDistribution,,,,6
GeometricMean,Returns the geometric mean of a list,✅,pure,6
GeometricMeanFilter,,,,7
GeometricOptimization,,,,12.1
GeometricScene,,,,12
GeometricSolveValues,,,,14
GeometricStep,,,,12.2
GeometricStylingRules,,,,13.1
GeometricTest,,,,12.3
GeometricTransformation,,,,6
GeoModel,,,,10
GeoNearest,,,,10
GeoOrientationData,,,,12.3
GeoPath,,,,10
GeoPolygon,,,,12.2
GeoPosition,,,,7
GeoPositionENU,,,,7
GeoPositionXYZ,,,,7
GeoProjection,,,,10
GeoProjectionData,,,,7
GeoRange,,,,10
GeoRangePadding,,,,10
GeoRegionValuePlot,,,,10
GeoResolution,,,,12
GeoScaleBar,,,,10
GeoServer,,,,10.1
GeoSmoothHistogram,,,,11.3
GeoStreamPlot,,,,12
GeoStyling,,,,10
GeoStylingImageFunction,,,,10
GeoVariant,,,,10
GeoVector,,,,12
GeoVectorENU,,,,12
GeoVectorPlot,,,,12
GeoVectorXYZ,,,,12
GeoVisibleRegion,,,,10
GeoVisibleRegionBoundary,,,,10
GeoWithinQ,,,,10
GeoZoomLevel,,,,10
GestureHandler,,,,9
Get,,,,1
GetEnvironment,,,,9
GibbsPointProcess,,,,12.2
Glaisher,,,,4
GlobalClusteringCoefficient,,,,9
Glow,,,,6
GoldenAngle,,,,10.2
GoldenRatio,,,,1
GompertzMakehamDistribution,,,,8
GoochShading,,,,12.1
GoodmanKruskalGamma,,,,9
GoodmanKruskalGammaTest,,,,9
Goto,,,,1
GouraudShading,,,,13.1
Grad,,,,9
Gradient,,,,2.2
GradientFilter,,,,7
GradientFittedMesh,,,,13
GradientOrientationFilter,,,,9
GrammarApply,,,,10
GrammarRules,,,,10
GrammarToken,,,,10
Graph,,,,8
Graph3D,,,,10
GraphAssortativity,,,,9
GraphAutomorphismGroup,,,,10
GraphCenter,,,,8
GraphComplement,,,,8
GraphData,,,,6
GraphDensity,,,,9
GraphDiameter,,,,8
GraphDifference,,,,8
GraphDisjointUnion,,,,8
GraphDistance,,,,8
GraphDistanceMatrix,,,,8
GraphEmbedding,,,,9
GraphHighlight,,,,8
GraphHighlightStyle,,,,8
GraphHub,,,,9
Graphics,Creates a 2D graphics object,✅,pure,1
Graphics3D,Creates a 3D graphics object,✅,pure,1
GraphicsColumn,,,,6
GraphicsComplex,,,,6
GraphicsGrid,,,,6
GraphicsGroup,,,,6
GraphicsRow,,,,6
GraphIntersection,,,,8
GraphJoin,,,,13.1
GraphLayers,,,,12.3
GraphLayerStyle,,,,12.3
GraphLayout,,,,8
GraphLinkEfficiency,,,,9
GraphPeriphery,,,,8
GraphPlot,,,,6
GraphPlot3D,,,,6
GraphPower,,,,8
GraphProduct,,,,13.1
GraphPropertyDistribution,,,,9
GraphQ,,,,8
GraphRadius,,,,8
GraphReciprocity,,,,9
GraphSum,,,,13.1
GraphTree,,,,12.3
GraphTriangleCount,,,,14.1
GraphUnion,,,,8
Gray,,,,5.1
GrayLevel,Specifies a gray color level,✅,pure,1
Greater,Checks if one value is greater than another,✅,pure,1
GreaterEqual,Checks if one value is greater than or equal to another,✅,pure,1
GreaterEqualLess,,,,3
GreaterEqualThan,,,,10.3
GreaterFullEqual,,,,3
GreaterGreater,,,,3
GreaterLess,,,,3
GreaterSlantEqual,,,,3
GreaterThan,,,,10.3
GreaterTilde,,,,3
Green,,,,5.1
GreenFunction,,,,10.4
Grid,Displays data in a grid layout,✅,pure,6
GridBox,,,,3
GridDefaultElement,,,,3
GridGraph,,,,8
GridLines,,,,2
GridLinesStyle,,,,6
GridVideo,,,,13
GroebnerBasis,,,,2
GroupActionBase,,,,8
GroupBy,Groups elements of a list by a criterion,✅,pure,10
GroupCentralizer,,,,8
GroupElementFromWord,,,,9
GroupElementPosition,,,,8
GroupElementQ,,,,8
GroupElements,,,,8
GroupElementToWord,,,,9
GroupGenerators,,,,8
Groupings,,,,11
GroupMultiplicationTable,,,,8
GroupOrbits,,,,8
GroupOrder,,,,8
GroupPageBreakWithin,,,,3
GroupSetwiseStabilizer,,,,8
GroupStabilizer,,,,8
GroupStabilizerChain,,,,8
GrowCutComponents,,,,10
Gudermannian,Returns the Gudermannian function value,✅,pure,7
GuidedFilter,,,,10.2
GumbelDistribution,,,,6
HaarWavelet,,,,8
HadamardMatrix,,,,9
HalfLine,,,,10
HalfNormalDistribution,,,,6
HalfPlane,,,,10
HalfSpace,,,,10.2
HalftoneShading,,,,12.1
Haloing,,,,13.3
HamiltonianGraphQ,,,,8
HammingDistance,Returns the number of positions where two equal-length strings differ,✅,pure,6
HammingWindow,,,,9
HandlerFunctions,,,,11
HandlerFunctionsKeys,,,,11
HankelH1,,,,6
HankelH2,,,,6
HankelMatrix,,,,6
HankelTransform,,,,11.1
HannPoissonWindow,,,,9
HannWindow,,,,9
HaradaNortonGroupHN,,,,8
HararyGraph,,,,8
HardcorePointProcess,,,,12.2
HarmonicMean,Returns the harmonic mean of a list,✅,pure,6
HarmonicMeanFilter,,,,7
HarmonicNumber,Returns the n-th harmonic number,✅,pure,4
Hash,Computes a hash of a string using MD5/SHA/SHA256/SHA384/SHA512,✅,pure,1
HatchFilling,,,,12.1
HatchShading,,,,12.1
Haversine,,,,7
HazardFunction,,,,8
Head,Returns the head of an expression,✅,pure,1
HeaderAlignment,,,,12.1
HeaderBackground,,,,12.1
HeaderDisplayFunction,,,,12.1
HeaderLines,,,,10
HeaderSize,,,,12.1
HeaderStyle,,,,12.1
Heads,,,,2
HeatFluxValue,,,,12.2
HeatInsulationValue,,,,12.2
HeatOutflowValue,,,,12.2
HeatRadiationValue,,,,12.2
HeatSymmetryValue,,,,12.2
HeatTemperatureCondition,,,,12.2
HeatTransferPDEComponent,,,,12.2
HeatTransferValue,,,,12.2
HeavisideLambda,,,,7
HeavisidePi,,,,7
HeavisideTheta,,,,6
HeldGroupHe,,,,8
HelmholtzPDEComponent,,,,12.2
Here,,,,10
HermiteDecomposition,,,,6
HermiteH,,,,1
Hermitian,,,,12.2
HermitianMatrix,,,,14
HermitianMatrixQ,,,,6
HessenbergDecomposition,,,,5.1
HeunB,,,,12.1
HeunBPrime,,,,12.1
HeunC,,,,12.1
HeunCPrime,,,,12.1
HeunD,,,,12.1
HeunDPrime,,,,12.1
HeunG,,,,12.1
HeunGPrime,,,,12.1
HeunT,,,,12.1
HeunTPrime,,,,12.1
HexadecimalCharacter,,,,7
Hexahedron,,,,10
HiddenItems,,,,12.1
HiddenMarkovProcess,,,,10
Highlighted,,,,10.4
HighlightGraph,,,,8
HighlightImage,,,,9
HighlightMesh,,,,10
HighpassFilter,,,,9
HigmanSimsGroupHS,,,,8
HilbertCurve,,,,11.1
HilbertFilter,,,,9
HilbertMatrix,,,,6
Histogram,Creates a histogram from data,✅,pure,7
Histogram3D,,,,7
HistogramDistribution,,,,8
HistogramList,Returns bin edges and counts for histogram data,✅,pure,8
HistogramPointDensity,,,,12.2
HistogramTransform,,,,9
HistogramTransformInterpolation,,,,9
HistoricalPeriodData,,,,10
HitMissTransform,,,,7
HITSCentrality,,,,8
HjorthDistribution,,,,11.1
HodgeDual,,,,9
HoeffdingD,,,,9
HoeffdingDTest,,,,9
Hold,Holds its arguments unevaluated,✅,pure,1
HoldAll,,,,1
HoldAllComplete,,,,3
HoldComplete,Holds arguments completely unevaluated,✅,pure,3
HolderModel,,,,14
HoldFirst,,,,1
HoldForm,Holds an expression unevaluated for display,✅,pure,1
HoldPattern,,,,3
HoldRest,,,,1
HolidayCalendar,,,,9
HorizontalGauge,,,,9
HornerForm,,,,6
HostLookup,,,,10.3
HotellingTSquareDistribution,,,,8
HoytDistribution,,,,8
HTTPErrorResponse,,,,10.3
HTTPRedirect,,,,10
HTTPRequest,,,,11
HTTPRequestData,,,,10
HTTPResponse,,,,10
Hue,Specifies a color by hue saturation and brightness,✅,pure,2
HumanGrowthData,,,,10.1
HumpDownHump,,,,3
HumpEqual,,,,3
HurwitzLerchPhi,,,,7
HurwitzZeta,,,,7
HyperbolicDistribution,,,,8
HypercubeGraph,,,,8
HyperexponentialDistribution,,,,9
Hyperfactorial,,,,7
Hypergeometric0F1,,,,1
Hypergeometric0F1Regularized,,,,3
Hypergeometric1F1,,,,1
Hypergeometric1F1Regularized,,,,3
Hypergeometric2F1,,,,1
Hypergeometric2F1Regularized,,,,3
HypergeometricDistribution,,,,6
HypergeometricPFQ,,,,3
HypergeometricPFQRegularized,,,,3
HypergeometricU,,,,1
Hyperlink,,,,6
HyperlinkAction,,,,12.1
Hyperplane,,,,10.2
Hyphenation,,,,4
HypoexponentialDistribution,,,,9
HypothesisTestData,,,,8
IconData,,,,10
Iconize,,,,11.3
IconRules,,,,10
Icosahedron,,,,12
Identity,Returns its argument unchanged,✅,pure,1
IdentityMatrix,Creates an identity matrix of given size,✅,pure,1
If,Checks if a condition is true and returns one of two values,✅,pure,1
IfCompiled,,,,13.2
IgnoreCase,,,,2
IgnoreDiacritics,,,,10.1
IgnoreIsotopes,,,,13
IgnorePunctuation,,,,10.3
IgnoreStereochemistry,,,,13
IgnoringInactive,,,,10
Im,Returns the imaginary part of a complex number,✅,pure,1
Image,Constructs an image from pixel data,✅,pure,7
Image3D,,,,9
Image3DProjection,,,,11.1
Image3DSlices,,,,9
ImageAccumulate,,,,9
ImageAdd,Adds pixel values of two images pointwise,✅,pure,7
ImageAdjust,Auto-adjusts image contrast and brightness,✅,pure,7
ImageAlign,,,,8
ImageApply,Applies a function to each pixel of an image,✅,pure,7
ImageApplyIndexed,,,,10
ImageAspectRatio,,,,8
ImageAssemble,,,,7
ImageAugmentationLayer,,,,11.1
ImageBoundingBoxes,,,,12
ImageCapture,,,,8
ImageCaptureFunction,,,,11.3
ImageCases,,,,12
ImageChannels,Returns the number of channels in an image,✅,pure,7
ImageClip,,,,8
ImageCollage,,,,10
ImageColorSpace,Returns the color space of an image,✅,pure,8
ImageCompose,Overlays one image on another,✅,pure,7
ImageContainsQ,,,,12
ImageContents,,,,12
ImageConvolve,,,,7
ImageCooccurrence,,,,8
ImageCorners,,,,9
ImageCorrelate,,,,7
ImageCorrespondingPoints,,,,8
ImageCrop,Crops an image to a specified region,✅,pure,7
ImageData,Extracts pixel data from an image as nested lists,✅,pure,7
ImageDeconvolve,,,,8
ImageDemosaic,,,,9
ImageDifference,,,,8
ImageDimensions,Returns the dimensions of an image,✅,pure,7
ImageDisplacements,,,,11
ImageDistance,,,,9
ImageEffect,,,,7
ImageExposureCombine,,,,10.2
ImageFeatureTrack,,,,9
ImageFileApply,,,,9
ImageFileFilter,,,,9
ImageFileScan,,,,9
ImageFilter,,,,7
ImageFocusCombine,,,,10.2
ImageForestingComponents,,,,8
ImageFormattingWidth,,,,10
ImageForwardTransformation,,,,8
ImageGraphics,,,,11.1
ImageHistogram,,,,7
ImageIdentify,,,,10.1
ImageInstanceQ,,,,10.1
ImageKeypoints,,,,8
ImageLabels,,,,12.1
ImageLegends,,,,12.1
ImageLevels,,,,8
ImageLines,,,,8
ImageMargins,,,,3
ImageMarker,,,,10.4
ImageMeasurements,,,,9
ImageMesh,,,,11
ImageMultiply,Multiplies pixel values of two images pointwise,✅,pure,7
ImagePad,,,,7
ImagePadding,,,,6
ImagePartition,,,,7
ImagePeriodogram,,,,9
ImagePerspectiveTransformation,,,,8
ImagePosition,,,,12
ImagePreviewFunction,,,,11.2
ImagePyramid,,,,12
ImagePyramidApply,,,,12
ImageQ,Tests whether an expression is an image,✅,pure,7
ImageRecolor,,,,12
ImageReflect,Reflects an image horizontally or vertically,✅,pure,7
ImageResize,Resizes an image to specified dimensions,✅,pure,7
ImageResolution,,,,3
ImageRestyle,,,,11.2
ImageRotate,Rotates an image by a given angle,✅,pure,7
ImageSaliencyFilter,,,,10
ImageScaled,,,,6
ImageScan,,,,9
ImageSegmentationComponents,,,,14
ImageSegmentationFilter,,,,14
ImageSize,,,,3
ImageSizeAction,,,,6
ImageSizeMultipliers,,,,6
ImageStitch,,,,13
ImageSubtract,Subtracts pixel values of two images pointwise,✅,pure,7
ImageSynthesize,,,,13.3
ImageTake,Takes a rectangular region from an image,✅,pure,7
ImageTransformation,,,,8
ImageTrim,,,,8
ImageType,Returns the data type of an image,✅,pure,7
ImageValue,,,,8
ImageValuePositions,,,,9
ImageVectorscopePlot,,,,12.2
ImageWaveformPlot,,,,12.2
ImagingDevice,,,,10
ImplicitD,,,,13.1
ImplicitRegion,,,,10
Implies,Logical implication,✅,pure,1
